word,word_type,chunked_sentence,masked_chunked_sentence,example_sentence,masked_example_sentence,openai_sentence,masked_openai_sentence
cord,3_science_LS1,system consists of the spinal cord and a network 4,System consists of the spinal **** and a network 4,"Some liver cord cells contained vacuolated cytoplasm , while others had small amounts of brown hemosiderin pigment .","Some liver **** cells contained vacuolated cytoplasm , while others had small amounts of brown hemosiderin pigment .",Plug in the cord for power.,Plug in the **** for power.
story,3_science_LS1,ss properties and weave a story identify fill in the,Ss properties and weave a ***** identify fill in the,I visited the bank in March and wrote a story about the situation .,I visited the bank in march and wrote a ***** about the situation .,Read me a bedtime story.,Read me a bedtime *****.
type,3_science_LS1,the stem mech identify the type of plant ooh o21,The stem mech identify the **** of plant ooh o21,Mr. Reama told the Rotary Club of Providence at its luncheon at the Sheraton-Biltmore Hotel that about half of the people in the country want the `` welfare '' type of government and the other half want a free enterprise system .,Mr. reama told the rotary club of providence at its luncheon at the sheraton-biltmore hotel that about half of the people in the country want the `` welfare '' **** of government and the other half want a free enterprise system .,I can type my name.,I can **** my name.
removing,3_science_LS1,the organs that help in removing the waste from the,The organs that help in ******** the waste from the,"( Even granted that the Congo should be unified , you don't protect Western security by first removing the pro-Western weight from the power equilibrium .","( even granted that the congo should be unified , you don't protect western security by first ******** the pro-western weight from the power equilibrium .",She's removing the weeds from the garden.,She's ******** the weeds from the garden.
machine,3_science_LS1,these parts together make a machine called the page nummber,These parts together make a ******* called the page nummber,For a number of years the board used a machine to keep a permanent record but abandoned the practice about two years ago .,For a number of years the board used a ******* to keep a permanent record but abandoned the practice about two years ago .,This is a sewing machine.,This is a sewing *******.
educational,3_science_LS1,set of features to support educational activities such as classroom,Set of features to support *********** activities such as classroom,"-- A Houston teacher , now serving in the Legislature , proposed Thursday a law reducing the time spent learning `` educational methods '' .","-- a houston teacher , now serving in the legislature , proposed thursday a law reducing the time spent learning `` *********** methods '' .", This game is educational., this game is ***********.
doing,3_science_LS1,environment 140 environment learning by doing crosscurricular project1 saga animal,Environment 140 environment learning by ***** crosscurricular project1 saga animal,"Salinger said the work President Kennedy , advisers , and members of his staff were doing on the address involved composition and wording , rather than last minute decisions on administration plans to meet the latest Berlin crisis precipitated by Russia's demands and proposals for the city .","Salinger said the work president kennedy , advisers , and members of his staff were ***** on the address involved composition and wording , rather than last minute decisions on administration plans to meet the latest berlin crisis precipitated by russia's demands and proposals for the city .",What are you doing?,What are you *****?
experience,3_science_LS1,using the url below and experience a new world of,Using the url below and ********** a new world of,"`` My experience as public safety commissioner '' , Roos said , `` has shown me that the office of sheriff is best filled by a man with law enforcement experience , and preferably one who is a lawyer .","`` my ********** as public safety commissioner '' , roos said , `` has shown me that the office of sheriff is best filled by a man with law enforcement ********** , and preferably one who is a lawyer .",I had a fun experience at the zoo.,I had a fun ********** at the zoo.
enact,3_science_LS1,acvy skillbased activities feed end enact a tale every country,Acvy skillbased activities feed end ***** a tale every country,"Rep. Charles E. Hughes of Sherman , sponsor of the bill , said a failure to enact it would amount `` to making a gift out of the taxpayers' pockets to banks , insurance and pipeline companies '' .","Rep. charles e. hughes of sherman , sponsor of the bill , said a failure to ***** it would amount `` to making a gift out of the taxpayers' pockets to banks , insurance and pipeline companies '' .", We enact a play in class., we ***** a play in class.
identity,3_science_LS1,the pace and suck i identity he natonal enema of,The pace and suck i ******** he natonal enema of,"The Washington state supreme court ruled that the state's occupation tax applied to sales , made at cost to an oil company , by a wholly-owned subsidiary set up to purchase certain supplies without divulging the identity of the parent .","The washington state supreme court ruled that the state's occupation tax applied to sales , made at cost to an oil company , by a wholly-owned subsidiary set up to purchase certain supplies without divulging the ******** of the parent .", My badge shows my identity., my badge shows my ********.
encourage,3_science_LS1,they encourage leamers to perform simple,They ********* leamers to perform simple,Foreign aid programs were revamped to give greater emphasis to economic aid and to encourage political reform in recipient nations .,Foreign aid programs were revamped to give greater emphasis to economic aid and to ********* political reform in recipient nations .,Always encourage your friends.,Always ********* your friends.
heart,3_science_LS1,the heart stomach kidneys lungs and,The ***** stomach kidneys lungs and,"Even Norway , despite daily but limited manifestations against atomic arms in the heart of this northernmost capital of the alliance , is today closer to the NATO line .","Even norway , despite daily but limited manifestations against atomic arms in the ***** of this northernmost capital of the alliance , is today closer to the nato line .",My heart beats fast when I run.,My ***** beats fast when i run.
against,3_science_LS1,b fight against diseases,B fight ******* diseases,Vandiver opened his race for governor in 1958 with a battle in the Legislature against the issuance of $50 million worth of additional rural roads bonds proposed by then Gov. Marvin Griffin .,Vandiver opened his race for governor in 1958 with a battle in the legislature ******* the issuance of $50 million worth of additional rural roads bonds proposed by then gov. marvin griffin .,Racing against time is hard.,Racing ******* time is hard.
its,3_science_LS1,a tale every country nas its national animal declaring any,A tale every country nas *** national animal declaring any,"The jury also commented on the Fulton ordinary's court which has been under fire for its practices in the appointment of appraisers , guardians and administrators and the awarding of fees and compensation .","The jury also commented on the fulton ordinary's court which has been under fire for *** practices in the appointment of appraisers , guardians and administrators and the awarding of fees and compensation .",The dog wagged its tail.,The dog wagged *** tail.
weave,3_science_LS1,liquids and ss properties and weave a story identify fill,Liquids and ss properties and ***** a story identify fill,"In a lacey open weave shoes have a luster finish , braided collar and bow highlight on the squared throat .","In a lacey open ***** shoes have a luster finish , braided collar and bow highlight on the squared throat .", Grandma can weave a basket., grandma can ***** a basket.
test,3_science_LS1,each chapter for learners selfpractice test generator for teachers to,Each chapter for learners selfpractice **** generator for teachers to,"The bond issue will go to the state courts for a friendly test suit to test the validity of the act , and then the sales will begin and contracts let for repair work on some of Georgia's most heavily traveled highways .","The bond issue will go to the state courts for a friendly **** suit to **** the validity of the act , and then the sales will begin and contracts let for repair work on some of georgia's most heavily traveled highways .",We have a spelling test tomorrow.,We have a spelling **** tomorrow.
important,3_science_LS1,the heart plays an important role in the body,The heart plays an ********* role in the body,"In an important assertion of national leadership in this field , he has issued an executive order establishing the President's committee on Juvenile Delinquency and Crime , to be supported and assisted by a Citizens Advisory Council of recognized authorities on juvenile problems .","In an ********* assertion of national leadership in this field , he has issued an executive order establishing the president's committee on juvenile delinquency and crime , to be supported and assisted by a citizens advisory council of recognized authorities on juvenile problems .",It's important to be kind.,It's ********* to be kind.
just,3_science_LS1,called the page nummber 8 just as the computer and,Called the page nummber 8 **** as the computer and,`` Being at the polls was just like being at church .,`` being at the polls was **** like being at church .,I just finished my snack.,I **** finished my snack.
strength,3_science_LS1,called asanas which improve the strength and flexibility of the,Called asanas which improve the ******** and flexibility of the,"One effect of the proposal , which puts a premium on population instead of economic strength , as in the past , would be to take jobs from European nations and give more to such countries as India .","One effect of the proposal , which puts a premium on population instead of economic ******** , as in the past , would be to take jobs from european nations and give more to such countries as india .",He has great strength.,He has great ********.
remains,3_science_LS1,the frame remains inside and provides support,The frame ******* inside and provides support,"Now he's gone , the Republican Party is not going to be able to sell the tattered remains to the people of the state '' .","Now he's gone , the republican party is not going to be able to sell the tattered ******* to the people of the state '' .",Only the cake remains were left.,Only the cake ******* were left.
safety,3_science_LS1,false c31 desoribes the basic safety needs and protection of,False c31 desoribes the basic ****** needs and protection of,"The candidacy of Mayor James J. Sheeran of West Orange , for the Republican nomination for sheriff of Essex County , was supported today by Edward W. Roos , West Orange public safety commissioner .","The candidacy of mayor james j. sheeran of west orange , for the republican nomination for sheriff of essex county , was supported today by edward w. roos , west orange public ****** commissioner .", Always think about safety., always think about ******.
external,3_science_LS1,they are the external organs,They are the ******** organs,"W. Averell Harriman of the United States , Malcolm MacDonald of Britain , Maurice Couve De Murville , France's Foreign Minister , and Howard C. Green , Canada's Minister of External Affairs , concluded , meanwhile , a round of consultations here on future tactics in the conference .","W. averell harriman of the united states , malcolm macdonald of britain , maurice couve de murville , france's foreign minister , and howard c. green , canada's minister of ******** affairs , concluded , meanwhile , a round of consultations here on future tactics in the conference .",The external part of the house is painted.,The ******** part of the house is painted.
revise,3_science_LS1,flow ca 0 chart to revise the as be names,Flow ca 0 chart to ****** the as be names,Tom was not willing to revise the play according to the plan the man suggested .,Tom was not willing to ****** the play according to the plan the man suggested ., Let's revise our essays., let's ****** our essays.
ask,3_science_LS1,share a ial puzzle and ask your friends to solve,Share a ial puzzle and *** your friends to solve,Ask jail deputies,*** jail deputies,Always ask before taking.,Always *** before taking.
mixed,3_science_LS1,bo eaten make mixed frult salad corract option,Bo eaten make ***** frult salad corract option,These are then mixed by their sound engineers with the active co-operation of the musical staff and combined into the final two channels which are impressed on the record .,These are then ***** by their sound engineers with the active co-operation of the musical staff and combined into the final two channels which are impressed on the record .,We mixed the paint colors.,We ***** the paint colors.
help,3_science_LS1,birds have wings that help them fly,Birds have wings that **** them fly,Daniel termed `` extremely conservative '' his estimate that it would produce 17 million dollars to help erase an anticipated deficit of 63 million dollars at the end of the current fiscal year next Aug. 31 .,Daniel termed `` extremely conservative '' his estimate that it would produce 17 million dollars to **** erase an anticipated deficit of 63 million dollars at the end of the current fiscal year next aug. 31 .,Can you help me with homework?,Can you **** me with homework?
badly,3_science_LS1,pf ba nanas hewly nanna badly plead understand and anawerqueationa,Pf ba nanas hewly nanna ***** plead understand and anawerqueationa,"Split badly during the recent presidential election into almost equally divided camps of party loyalists and independents , the Democratic party in Mississippi is currently a wreck .","Split ***** during the recent presidential election into almost equally divided camps of party loyalists and independents , the democratic party in mississippi is currently a wreck .", He felt badly after falling., he felt ***** after falling.
where,3_science_LS1,will be able tor state where birds live,Will be able tor state ***** birds live,The Georgia Legislature will wind up its 1961 session Monday and head for home -- where some of the highway bond money it approved will follow shortly .,The georgia legislature will wind up its 1961 session monday and head for home -- ***** some of the highway bond money it approved will follow shortly .,Where is my book?,***** is my book?
pom,3_science_LS1,at tl tak b ee pom a at a the,At tl tak b ee *** a at a the,No example sentence found.,No example sentence found.,"(Note: ""Pom"" might not be a familiar word for 2nd graders.)","(note: ""***"" might not be a familiar word for 2nd graders.)"
breakfast,3_science_LS1,food of animals analyse ones breakfast explainhow choose the words,Food of animals analyse ones ********* explainhow choose the words,"They divide up the household chores : Cerv does most of the cooking ( breakfast and sandwich snacks , with dinner out ) , Mantle supplies the transportation ( a white 1961 Oldsmobile convertible ) , and Maris drives the 25-minute course from the apartment house to Yankee Stadium .","They divide up the household chores : cerv does most of the cooking ( ********* and sandwich snacks , with dinner out ) , mantle supplies the transportation ( a white 1961 oldsmobile convertible ) , and maris drives the 25-minute course from the apartment house to yankee stadium .", I eat cereal for breakfast., i eat cereal for *********.
class,3_science_LS1,can do wonders in the class,Can do wonders in the *****,"Stengel inherited DiMaggio , Rizzuto , but he brought up Mantle from Class C to the majors , from Joplin to New York .","Stengel inherited dimaggio , rizzuto , but he brought up mantle from ***** c to the majors , from joplin to new york .",We have math class today.,We have math ***** today.
project,3_science_LS1,tongue into i crosscurricul ar project the mouth and swallow,Tongue into i crosscurricul ar ******* the mouth and swallow,"The bill would increase from $5,000,000 to $15,000,000 the maximum loan the state could make to a local water project .","The bill would increase from $5,000,000 to $15,000,000 the maximum loan the state could make to a local water ******* .",Our class project is about space.,Our class ******* is about space.
experimentation,3_science_LS1,literac 91 138 139 active experimentation 138 139 experiential learning,Literac 91 138 139 active *************** 138 139 experiential learning,"Since the apparatus is new , it requires experimentation and changes in technique .","Since the apparatus is new , it requires *************** and changes in technique .", Science is fun with experimentation., science is fun with ***************.
colour,3_science_LS1,hots c sey study a colour the picture virtual tour,Hots c sey study a ****** the picture virtual tour,No example sentence found.,No example sentence found.,What colour is your shirt?,What ****** is your shirt?
web,3_science_LS1,food chain and and food web c45 dentifies needs of,Food chain and and food *** c45 dentifies needs of,"For by now the original cause of the quarrel , Philip's seizure of Gascony , was only one strand in the spider web of French interests that overlay all western Europe and that had been so well and closely spun that the lightest movement could set it trembling from one end to the other .","For by now the original cause of the quarrel , philip's seizure of gascony , was only one strand in the spider *** of french interests that overlay all western europe and that had been so well and closely spun that the lightest movement could set it trembling from one end to the other .",A spider spins a web.,A spider spins a ***.
ods,3_science_LS1,we brad smits ae yy ods 4 oe nae page,We brad smits ae yy *** 4 oe nae page,No example sentence found.,No example sentence found.," ""Odds"" could be a typo; a sentence might be ""The odds are good."""," ""odds"" could be a typo; a sentence might be ""the odds are good."""
pot,3_science_LS1,neue anef senue wee es pot to nattooat cupp ecotd,Neue anef senue wee es *** to nattooat cupp ecotd,The melting pot .,The melting *** .,I cook soup in a pot.,I cook soup in a ***.
right,3_science_LS1,but a teacher with the right technical tools can do,But a teacher with the ***** technical tools can do,"Natural gas public utility companies would be given the right of eminent domain , under a bill by Sen. Frank Owen 3 , of El Paso , to acquire sites for underground storage reservoirs for gas .","Natural gas public utility companies would be given the ***** of eminent domain , under a bill by sen. frank owen 3 , of el paso , to acquire sites for underground storage reservoirs for gas .",You got the answer right.,You got the answer *****.
together,3_science_LS1,seen ants moving and working together as a team,Seen ants moving and working ******** as a team,The petition said that the couple has not lived together as man and wife for more than a year .,The petition said that the couple has not lived ******** as man and wife for more than a year .,We play together.,We play ********.
poster,3_science_LS1,food web do it yourself poster ear c62 presents observations,Food web do it yourself ****** ear c62 presents observations,"The other bedroom has heavier styling , door-fronted dressers with acacia panels , a poster bed or a bed with arched acacia panels and matching mirror .","The other bedroom has heavier styling , door-fronted dressers with acacia panels , a ****** bed or a bed with arched acacia panels and matching mirror .",Hang the poster on the wall.,Hang the ****** on the wall.
us,3_science_LS1,pay a we world around us living and nonliving things,Pay a we world around ** living and nonliving things,"Mr. Reama , who retired as vice president of the American Screw Co. in 1955 said , `` Both parties in the last election told us that we need a five per cent growth in the gross national product -- but neither told us how to achieve it '' .","Mr. reama , who retired as vice president of the american screw co. in 1955 said , `` both parties in the last election told ** that we need a five per cent growth in the gross national product -- but neither told ** how to achieve it '' .",Come sit with us.,Come sit with **.
according,3_science_LS1,necklace apart separated the beads according to their colour and,Necklace apart separated the beads ********* to their colour and,"Despite the warning , there was a unanimous vote to enter a candidate , according to Republicans who attended .","Despite the warning , there was a unanimous vote to enter a candidate , ********* to republicans who attended .","According to mom, it's bedtime.","********* to mom, it's bedtime."
increasingly,3_science_LS1,globalised world that is becoming increasingly interconnected,Globalised world that is becoming ************ interconnected,"Trouble-free , long-life , quality components will play an increasingly important part in the merchandising of new housing in 1960 '' , Pantas predicted .","Trouble-free , long-life , quality components will play an ************ important part in the merchandising of new housing in 1960 '' , pantas predicted .", It's increasingly cold outside., it's ************ cold outside.
essential,3_science_LS1,these have been identified as essential tools for leamers to,These have been identified as ********* tools for leamers to,"`` This is a very modest proposal cut to meet absolutely essential needs '' , he said , `` and with sufficient ' deductible ' requirements to discourage any malingering or unnecessary overcrowding of our hospitals .","`` this is a very modest proposal cut to meet absolutely ********* needs '' , he said , `` and with sufficient ' deductible ' requirements to discourage any malingering or unnecessary overcrowding of our hospitals .",Water is essential for life.,Water is ********* for life.
digestive,3_science_LS1,label the parts of the digestive spot the differances system,Label the parts of the ********* spot the differances system,"Pursuing it , he has logged 500,000 miles , suffered indescribable digestive indignities , and meticulously collected physiological data on the health and eating habits of 10,000 individuals , from Bantu tribesmen to Italian contadini .","Pursuing it , he has logged 500,000 miles , suffered indescribable ********* indignities , and meticulously collected physiological data on the health and eating habits of 10,000 individuals , from bantu tribesmen to italian contadini .",The digestive system is fascinating.,The ********* system is fascinating.
significant,3_science_LS1,to aid in experiential learning significant learning outcomes that the,To aid in experiential learning *********** learning outcomes that the,This is a significant advance but its import should not be exaggerated .,This is a *********** advance but its import should not be exaggerated ., The test had significant questions., the test had *********** questions.
change,3_science_LS1,ae change of state observe change,Ae ****** of state observe ******,Senate Republican Leader Dirksen ( Ill. ) and House Republican Leader Charles Halleck ( Ind. ) said the message did not persuade them to change their opposition to compulsory medical insurance .,Senate republican leader dirksen ( ill. ) and house republican leader charles halleck ( ind. ) said the message did not persuade them to ****** their opposition to compulsory medical insurance .,Change your socks every day.,****** your socks every day.
successfully,3_science_LS1,of options and strategies to successfully handle a lesson at,Of options and strategies to ************ handle a lesson at,"The two top talents of the time , Mickey Mantle and Willie Mays , have hit the ball harder and more successfully so far this early season than at any period in careers which , to be frank about it , never have quite reached expectations .","The two top talents of the time , mickey mantle and willie mays , have hit the ball harder and more ************ so far this early season than at any period in careers which , to be frank about it , never have quite reached expectations .", I successfully rode my bike., i ************ rode my bike.
comprehension,3_science_LS1,option raw sabet about roughage comprehension questions food audit hots,Option raw sabet about roughage ************* questions food audit hots,"For the most part , however , the new version is contemporary and , as such , should be the means for many to attain a clearer comprehension of the meaning of those words recorded so many hundreds of years ago by the first followers of Christ .","For the most part , however , the new version is contemporary and , as such , should be the means for many to attain a clearer ************* of the meaning of those words recorded so many hundreds of years ago by the first followers of christ .", Reading improves your comprehension., reading improves your *************.
something,3_science_LS1,it has something to offer to all,It has ********* to offer to all,"A veteran Jackson County legislator will ask the Georgia House Monday to back federal aid to education , something it has consistently opposed in the past .","A veteran jackson county legislator will ask the georgia house monday to back federal aid to education , ********* it has consistently opposed in the past .",I heard something in the bushes.,I heard ********* in the bushes.
cooling,3_science_LS1,water changes its form on cooling hots do it yourself,Water changes its form on ******* hots do it yourself,"This cooling does not change the avocado in any way , it just delays the natural softening of the fruit until a grovelike temperature ( room temperature ) is restored .","This ******* does not change the avocado in any way , it just delays the natural softening of the fruit until a grovelike temperature ( room temperature ) is restored .",The fan is for cooling.,The fan is for *******.
cur,3_science_LS1,this information wil 0 cur it eae genes vee,This information wil 0 *** it eae genes vee,"Piepsam calls the cyclist `` cur '' and `` puppy '' among other things , and at the crisis of his fit a little fox-terrier stands before him and howls into his face .","Piepsam calls the cyclist `` *** '' and `` puppy '' among other things , and at the crisis of his fit a little fox-terrier stands before him and howls into his face .", A stray cur followed me home., a stray *** followed me home.
of,3_science_LS1,you to a new world of blended learning altura advancing,You to a new world ** blended learning altura advancing,The Fulton County Grand Jury said Friday an investigation of Atlanta's recent primary election produced `` no evidence '' that any irregularities took place .,The fulton county grand jury said friday an investigation ** atlanta's recent primary election produced `` no evidence '' that any irregularities took place .,"A cup of water, please.","A cup ** water, please."
option,3_science_LS1,tick w the correct option,Tick w the correct ******,"A House committee which heard his local option proposal is expected to give it a favorable report , although the resolution faces hard sledding later .","A house committee which heard his local ****** proposal is expected to give it a favorable report , although the resolution faces hard sledding later .", You have the option to choose., you have the ****** to choose.
android,3_science_LS1,mobile app available for both android and ios devices or,Mobile app available for both ******* and ios devices or,No example sentence found.,No example sentence found., My dad uses an android phone., my dad uses an ******* phone.
unscramble,3_science_LS1,animals in the environment eating unscramble the letters suck their,Animals in the environment eating ********** the letters suck their,"Until now , Lilac Gaylor and Lila Kingsley had been like an anagram which he could unscramble at his own pace and choosing .","Until now , lilac gaylor and lila kingsley had been like an anagram which he could ********** at his own pace and choosing .", Can you unscramble these letters?, can you ********** these letters?
id,3_science_LS1,house sparrows were seen pact id hee in he locality,House sparrows were seen pact ** hee in he locality,No example sentence found.,No example sentence found., I showed my ID at the library., i showed my ** at the library.
grade,3_science_LS1,the grade book helps teachers to,The ***** book helps teachers to,"`` Emory could not continue to operate according to its present standards as an institution of higher learning , of true university grade , and meet its financial obligations , without the tax-exemption privileges which are available to it only so long as it conforms to the aforementioned constitutional and statutory provisions '' , the statement said .","`` emory could not continue to operate according to its present standards as an institution of higher learning , of true university ***** , and meet its financial obligations , without the tax-exemption privileges which are available to it only so long as it conforms to the aforementioned constitutional and statutory provisions '' , the statement said .", I got a good grade on the test., i got a good ***** on the test.
flow,3_science_LS1,into groups describe fillin the flow chart xl living end,Into groups describe fillin the **** chart xl living end,"With a Democratic administration , party patronage would normally begin to flow to Mississippi if it had held its Democratic solidarity in the November election .","With a democratic administration , party patronage would normally begin to **** to mississippi if it had held its democratic solidarity in the november election .",The river flow is strong.,The river **** is strong.
veal,3_science_LS1,skin also help in the veal bladde removal of waste,Skin also help in the **** bladde removal of waste,"veal cutlets : `` Oh , I couldn't possibly eat all this '' ! !","**** cutlets : `` oh , i couldn't possibly eat all this '' ! !", Mom cooked veal for dinner., mom cooked **** for dinner.
teacher,3_science_LS1,a teacher can track the number,A ******* can track the number,"It says that `` in the event Congress does provide this increase in federal funds '' , the State Board of Education should be directed to `` give priority '' to teacher pay raises .","It says that `` in the event congress does provide this increase in federal funds '' , the state board of education should be directed to `` give priority '' to ******* pay raises .",Mrs. Smith is my teacher.,Mrs. smith is my *******.
show,3_science_LS1,plant parts show movement,Plant parts **** movement,"In Laos , the administration looked at the Eisenhower administration efforts to show determination by sailing a naval fleet into Southeast Asian waters as a useless gesture .","In laos , the administration looked at the eisenhower administration efforts to **** determination by sailing a naval fleet into southeast asian waters as a useless gesture .",Can you show me?,Can you **** me?
suite,3_science_LS1,framework for school education tcomprisesarich suite of digital interactivities along,Framework for school education tcomprisesarich ***** of digital interactivities along,"At the Boxwood Motel in Winchester , Va. , we accidentally drew the honeymoon suite , an elegant affair with wall-to-wall carpeting , gold and white furniture , pink satin brocade chairs , 24-inch TV and a pink tile bath with masses of pink towels .","At the boxwood motel in winchester , va. , we accidentally drew the honeymoon ***** , an elegant affair with wall-to-wall carpeting , gold and white furniture , pink satin brocade chairs , 24-inch tv and a pink tile bath with masses of pink towels .", We stayed in a hotel suite., we stayed in a hotel *****.
providing,3_science_LS1,helps principals and teachers by providing them with analytics for,Helps principals and teachers by ********* them with analytics for,Cotten construed this as a veiled effort by Parkhouse to help Dallas and other large cities get money which Cotten felt could better be spent providing water for rural Texas .,Cotten construed this as a veiled effort by parkhouse to help dallas and other large cities get money which cotten felt could better be spent ********* water for rural texas .,Providing shelter to animals is kind.,********* shelter to animals is kind.
aid,3_science_LS1,engage learners ee activity to aid in experiential learning significant,Engage learners ee activity to *** in experiential learning significant,"A veteran Jackson County legislator will ask the Georgia House Monday to back federal aid to education , something it has consistently opposed in the past .","A veteran jackson county legislator will ask the georgia house monday to back federal *** to education , something it has consistently opposed in the past .", I offered aid to my friend., i offered *** to my friend.
number,3_science_LS1,a teacher can track the number of tasks a learner,A teacher can track the ****** of tasks a learner,"`` Only a relative handful of such reports was received '' , the jury said , `` considering the widespread interest in the election , the number of voters and the size of this city '' .","`` only a relative handful of such reports was received '' , the jury said , `` considering the widespread interest in the election , the ****** of voters and the size of this city '' .",Write the number two here.,Write the ****** two here.
ourselves,3_science_LS1,personal safety measures to keep ourselves safe from harmful situations,Personal safety measures to keep ********* safe from harmful situations,By way of explanation we ourselves are prone to imagine that this achievement stems from the same American Catholic zeal and generosity which brought the parochial school system into existence .,By way of explanation we ********* are prone to imagine that this achievement stems from the same american catholic zeal and generosity which brought the parochial school system into existence .,We clean up the room ourselves.,We clean up the room *********.
skin,3_science_LS1,g the skin and the nose are,G the **** and the nose are,Used in several sets of high reps once or twice each week it will not be long before your entire upper leg takes on a razor-sharp definition in which the muscles look like wire cables writhing and twisting under the skin ! !,Used in several sets of high reps once or twice each week it will not be long before your entire upper leg takes on a razor-sharp definition in which the muscles look like wire cables writhing and twisting under the **** ! !,The dog has soft skin.,The dog has soft ****.
particular,3_science_LS1,of tissues that perform a particular function organ system a,Of tissues that perform a ********** function organ system a,Meek expressed particular gratification at the defensive performances of end Happy Nelson and halfback Billy Gannon .,Meek expressed ********** gratification at the defensive performances of end happy nelson and halfback billy gannon .,I like this particular color.,I like this ********** color.
old,3_science_LS1,pry also collect pictures from old magazines and prepare a,Pry also collect pictures from *** magazines and prepare a,The department apparently intends to make the Rural Roads Authority a revolving fund under which new bonds would be issued every time a portion of the old ones are paid off by tax authorities .,The department apparently intends to make the rural roads authority a revolving fund under which new bonds would be issued every time a portion of the *** ones are paid off by tax authorities .,My grandpa is very old.,My grandpa is very ***.
safe,3_science_LS1,safety measures to keep ourselves safe from harmful situations or,****ty measures to keep ourselves **** from harmful situations or,"A modern cotton gin plant costs in the neighborhood of $250,000 , and it's a safe assumption that a large percentage of new gins in the U.S. and foreign countries contain machinery made in this area .","A modern cotton gin plant costs in the neighborhood of $250,000 , and it's a **** assumption that a large percentage of new gins in the u.s. and foreign countries contain machinery made in this area .",Wear a helmet to be safe.,Wear a helmet to be ****.
magnitude,3_science_LS1,the sentence understand about the magnitude of tre ose force,The sentence understand about the ********* of tre ose force,"But if any realism and feeling for truth remain in the General Assembly , it is time for men of courage to measure the magnitude of the failure and urge some new approach .","But if any realism and feeling for truth remain in the general assembly , it is time for men of courage to measure the ********* of the failure and urge some new approach .", The magnitude of the problem was huge., the ********* of the problem was huge.
tour,3_science_LS1,kiteh d bal alla virtual tour healthy and junkfood unity,Kiteh d bal alla virtual **** healthy and junkfood unity,"Gorgeous Doris Day and her producer-hubby , Marty Melcher , drive in today from a motor tour thru New England .","Gorgeous doris day and her producer-hubby , marty melcher , drive in today from a motor **** thru new england .",We took a tour of the museum.,We took a **** of the museum.
offering,3_science_LS1,teaching using resources and assessments offering a 360degree holistic approach,Teaching using resources and assessments ******** a 360degree holistic approach,There was even a cable in French from a bank in Switzerland that had somehow learned about the Dallas stock offering .,There was even a cable in french from a bank in switzerland that had somehow learned about the dallas stock ******** ., The church is collecting offerings., the church is collecting offerings.
build,3_science_LS1,the abilities and skills that build the foundation for lifelong,The abilities and skills that ***** the foundation for lifelong,"The President , in a special message to Congress , tied in with his aged care plan requests for large federal grants to finance medical and dental scholarships , build 20 new medical and 20 new dental schools , and expand child health care and general medical research .","The president , in a special message to congress , tied in with his aged care plan requests for large federal grants to finance medical and dental scholarships , ***** 20 new medical and 20 new dental schools , and expand child health care and general medical research .",We build sandcastles at the beach.,We ***** sandcastles at the beach.
paper,3_science_LS1,comprehension questions negones make a paper plane hots c sey,Comprehension questions negones make a ***** plane hots c sey,"County Supervisor Weldon R. Sheets , who is a candidate for the Democratic gubernatorial nomination , today called for an end to paper ballots in those counties in the state which still use them .","County supervisor weldon r. sheets , who is a candidate for the democratic gubernatorial nomination , today called for an end to ***** ballots in those counties in the state which still use them .",Draw on this white paper.,Draw on this white *****.
was,3_science_LS1,what was seen from outside,What *** seen from outside,"The jury further said in term-end presentments that the City Executive Committee , which had over-all charge of the election , `` deserves the praise and thanks of the City of Atlanta '' for the manner in which the election was conducted .","The jury further said in term-end presentments that the city executive committee , which had over-all charge of the election , `` deserves the praise and thanks of the city of atlanta '' for the manner in which the election *** conducted .",I was at the park.,I *** at the park.
regular,3_science_LS1,exercise regular exercise and yoga keep,Exercise ******* exercise and yoga keep,"Such vital information , he said , has to be made available to the public frequently and at regular intervals for residents to know .","Such vital information , he said , has to be made available to the public frequently and at ******* intervals for residents to know .", He visits the park on a regular basis., he visits the park on a ******* basis.
done,3_science_LS1,given below one has been done for you aflock of,Given below one has been **** for you aflock of,Pelham said Sunday night there was research being done on whether the `` quickie '' vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought .,Pelham said sunday night there was research being **** on whether the `` quickie '' vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought .,I'm done with my work.,I'm **** with my work.
she,3_science_LS1,when she opened the ribbons the,When *** opened the ribbons the,She also was the original GOP national committeewoman from New Jersey in the early 1920s following adoption of the women's suffrage amendment .,*** also was the original gop national committeewoman from new jersey in the early 1920s following adoption of the women's suffrage amendment .,She is my friend.,*** is my friend.
comes,3_science_LS1,prccaovana ery the word arimal comes bom 2 lain word,Prccaovana ery the word arimal ***** bom 2 lain word,"He said that the group has no candidates for the charter commission in mind at present , but that it will undoubtedly endorse candidates when the time comes .","He said that the group has no candidates for the charter commission in mind at present , but that it will undoubtedly endorse candidates when the time ***** .",The bus comes at noon.,The bus ***** at noon.
say,3_science_LS1,use this red shape to say that love you so,Use this red shape to *** that love you so,"Asked to elaborate , Pierre Salinger , White House press secretary , replied , `` I would say it's got to go thru several more drafts '' .","Asked to elaborate , pierre salinger , white house press secretary , replied , `` i would *** it's got to go thru several more drafts '' .",What did you say?,What did you ***?
